Length,Width,Height,Permittivity,Conductivity,Bend,Feed,S11,VSWR,Gain,Efficiency,Bandwidth,epsilon_r,FaultLabel
48.24,33.79,0.93,2.38,5683.42,1.09,-21.93,-4.8,2.11,2.31,74.54,46.51,3.07,1
42.79,39.45,1.1,1.91,7012.03,0.76,-14.51,-19.27,1.32,2.88,63.44,46.79,2.18,1
40.34,32.11,1.53,1.58,5319.57,0.73,-17.43,-10.35,1.62,3.83,34.49,82.41,3.16,1
49.64,31.07,1.5,1.55,11561.71,0.13,-16.58,-5.85,2.18,5.47,72.79,112.5,2.06,1
45.56,34.59,1.1,2.27,10123.82,0.55,-5.44,-16.55,1.56,5.34,54.46,51.41,2.71,1
47.88,33.17,0.93,2.46,8168.8,1.02,-21.9,-16.26,3.57,-0.63,61.53,158.44,2.34,1
46.42,31.39,1.14,2.46,4586.71,1.13,-17.81,-12.0,3.44,-0.35,36.74,97.4,3.69,1
46.47,34.04,1.51,1.68,4942.1,0.9,-20.77,-13.56,3.7,1.5,74.14,144.29,2.1,1
44.92,31.59,0.88,2.06,4302.83,1.16,-9.46,-3.16,3.3,1.09,78.72,64.12,2.81,1
47.45,33.48,1.02,2.47,7182.41,1.2,-7.95,-20.25,3.48,5.89,46.61,119.73,3.29,1
45.63,38.8,1.49,1.52,11149.54,0.12,-16.86,-20.58,1.61,2.05,32.75,126.95,3.92,1
49.06,39.05,1.32,1.62,10325.68,0.74,-9.04,-12.56,1.29,4.68,57.57,109.39,2.44,1
41.27,36.66,1.27,2.2,10923.48,0.7,-10.12,-4.05,1.99,0.97,84.85,110.54,2.16,1
49.08,35.15,0.95,1.83,9603.17,0.91,-18.65,-6.87,3.49,5.8,67.9,105.03,2.54,1
47.14,38.46,0.82,2.06,11492.63,1.08,-17.34,-16.29,2.74,3.62,31.26,95.56,2.79,1
49.21,38.03,0.96,1.57,4609.11,0.94,-9.38,-15.66,3.59,2.69,80.23,105.95,2.51,1
43.79,30.14,1.06,2.2,3727.24,0.91,-23.13,-16.28,2.56,-0.7,34.74,142.65,2.8,1
45.46,39.38,1.12,1.6,4285.66,0.9,-18.75,-22.47,3.33,5.22,36.14,113.98,2.97,1
41.56,33.84,1.25,2.16,9292.31,0.72,-17.96,-10.36,3.18,1.81,78.89,129.27,3.26,1
40.95,31.5,1.01,1.87,14633.23,0.34,-21.91,-16.66,1.93,1.93,53.27,51.39,2.15,1
44.13,34.37,1.22,1.63,12131.55,1.18,-12.26,-9.73,1.76,0.38,50.99,73.97,3.82,1
47.51,37.21,1.02,2.09,9010.67,0.37,-22.01,-11.78,3.55,5.96,64.82,56.91,1.92,1
45.09,32.59,1.1,1.93,8402.78,0.64,-8.3,-11.12,3.58,2.61,61.42,115.45,2.64,1
41.36,32.86,0.89,1.6,9143.82,0.74,-21.49,-9.89,3.63,3.85,41.86,115.93,3.8,1
42.65,32.12,1.55,1.64,13992.85,0.69,-6.26,-6.54,1.9,2.29,35.12,84.0,1.67,1
42.1,33.9,1.21,1.85,7880.55,0.9,-24.13,-3.95,2.81,0.14,63.43,49.71,2.84,1
44.17,33.43,1.44,1.99,6784.43,0.25,-19.12,-9.08,1.03,-0.09,81.09,106.16,3.21,1
45.58,32.35,1.45,2.4,3436.84,0.83,-6.67,-9.99,1.19,3.49,33.91,58.32,1.51,1
42.93,38.15,0.93,2.15,8929.33,0.93,-15.28,-11.33,1.01,4.91,73.48,63.7,1.58,1
45.57,30.44,1.51,1.78,7817.0,0.26,-5.1,-10.88,3.71,3.34,81.8,144.81,3.38,1
46.19,31.29,1.03,2.19,3368.04,0.91,-5.02,-12.92,3.09,1.62,33.39,57.21,3.65,1
40.69,38.96,1.24,2.38,12520.91,0.91,-5.88,-17.42,2.88,5.34,44.76,40.73,1.83,1
47.82,30.06,1.44,2.28,7855.24,0.69,-12.17,-23.57,3.36,5.32,82.58,41.25,3.68,1
42.25,35.79,0.82,2.32,8117.25,0.9,-24.49,-7.52,2.65,-0.85,32.89,88.84,3.11,1
47.16,36.32,0.93,2.27,13786.59,0.65,-11.11,-12.2,1.5,1.69,87.84,46.44,2.37,1
46.27,39.87,1.1,2.04,12281.38,0.26,-15.5,-6.19,3.64,2.69,77.88,104.07,3.05,1
44.67,38.39,0.86,1.55,8552.17,1.0,-8.34,-22.52,1.46,3.65,39.4,108.14,2.51,1
42.82,32.36,0.88,1.91,12610.62,0.74,-15.81,-6.74,1.44,-0.59,74.63,126.92,2.07,1
40.37,37.71,1.12,1.96,11167.28,0.55,-16.13,-16.48,2.22,4.06,31.21,66.47,1.96,1
40.18,30.38,1.08,1.92,10061.72,0.33,-17.74,-12.33,2.97,0.37,31.45,59.79,2.86,1
47.12,37.35,1.25,1.9,6327.36,0.91,-23.81,-3.94,3.97,5.28,83.23,154.88,3.71,1
47.94,38.67,1.0,2.02,7374.59,1.05,-13.29,-14.52,3.04,5.89,68.33,136.98,2.48,1
44.64,38.12,1.31,1.83,3259.4,0.26,-14.91,-5.61,2.38,1.94,60.38,55.67,2.41,1
43.77,32.07,0.95,1.84,13231.88,0.52,-23.74,-6.35,3.36,2.84,32.79,58.34,3.9,1
41.92,30.72,0.91,1.82,6496.47,0.99,-18.13,-21.43,3.93,3.93,78.2,99.67,1.71,1
45.78,32.91,0.84,2.18,6418.38,0.73,-13.37,-17.99,1.81,-0.14,79.76,74.99,2.59,1
43.44,32.78,0.91,2.47,9799.63,0.7,-18.73,-7.39,1.57,3.66,70.2,152.3,3.25,1
46.86,31.0,1.41,1.76,12421.52,0.8,-14.82,-13.21,1.22,-0.71,30.89,133.07,1.64,1
47.57,36.08,1.14,1.5,12546.65,0.47,-14.34,-17.98,1.57,5.26,59.83,125.97,2.2,1
47.0,37.58,1.17,2.34,12597.58,1.07,-11.37,-23.62,2.72,1.33,42.61,53.91,3.86,1
47.08,34.05,0.82,1.63,7658.62,1.07,-13.7,-4.84,3.79,-0.39,65.29,80.14,3.7,1
41.58,31.19,0.93,1.92,6802.63,0.9,-9.53,-14.41,1.67,4.38,49.54,59.47,1.8,1
42.98,32.73,1.52,2.49,11848.45,0.26,-17.85,-3.61,3.29,1.22,60.56,92.0,2.09,1
41.81,36.22,1.35,2.16,14677.45,0.46,-17.9,-19.85,1.52,5.38,79.53,112.88,3.7,0
42.76,33.22,0.93,1.93,14151.02,0.11,-22.05,-10.29,3.14,1.47,55.64,83.58,3.28,1
47.7,33.42,1.59,2.18,7451.48,0.17,-21.25,-4.16,2.73,4.6,42.77,102.92,3.24,1
42.0,37.72,0.9,1.72,9209.98,0.77,-10.83,-24.26,3.13,-0.81,41.86,58.49,3.96,1
40.89,31.24,1.2,2.11,10848.86,0.35,-22.28,-4.73,1.72,-0.88,46.97,102.06,2.44,1
44.92,38.63,1.37,2.17,4816.49,1.19,-16.78,-11.54,2.16,-0.67,58.25,58.16,3.04,1
48.11,32.65,1.11,1.7,10246.51,0.97,-16.68,-17.67,2.28,4.05,32.44,150.93,3.89,1
48.22,32.28,1.25,2.04,4530.17,0.99,-6.19,-4.72,1.52,3.09,86.38,158.85,1.65,1
48.45,35.4,1.37,2.15,5801.38,0.55,-8.1,-19.68,3.79,4.64,60.61,104.95,2.05,1
45.73,37.38,1.45,2.27,3898.77,0.3,-15.54,-21.18,3.63,4.15,53.33,141.99,2.12,1
40.01,33.82,1.08,1.52,3845.04,0.8,-24.15,-6.36,3.94,0.18,38.38,71.74,3.72,1
46.52,30.47,1.1,2.1,4404.64,1.13,-21.52,-11.67,1.2,0.76,38.73,131.45,2.94,1
41.51,32.8,1.56,1.92,6793.21,0.92,-8.15,-21.64,3.73,4.7,52.25,63.66,2.39,1
46.14,33.12,1.19,1.8,7763.74,0.56,-22.53,-8.68,2.03,-0.34,79.0,66.11,2.37,1
46.45,36.5,1.5,1.57,3832.46,0.18,-6.12,-23.27,1.55,0.01,44.43,120.69,2.51,1
48.19,30.71,1.51,1.71,5457.49,0.84,-6.23,-22.29,1.02,1.58,31.48,112.58,3.24,1
42.7,38.0,1.54,1.55,14771.66,0.89,-5.08,-10.73,1.02,3.75,43.6,158.62,3.66,1
43.81,35.43,1.31,1.62,3173.1,1.16,-16.67,-20.37,3.42,1.52,77.16,151.12,3.49,1
46.27,39.87,1.1,2.04,12281.38,0.26,-15.5,-6.19,3.64,2.69,77.88,104.07,3.05,1
44.22,37.06,1.2,1.91,13177.86,1.03,-21.36,-5.68,1.13,-0.28,36.1,80.76,1.77,1
45.78,36.17,1.54,1.69,3189.66,0.46,-6.48,-10.34,2.39,-0.54,57.39,44.12,2.69,1
44.21,32.69,1.03,1.67,11469.64,0.94,-19.53,-14.22,2.81,2.98,59.99,48.84,2.04,1
42.0,34.2,1.06,2.28,4818.6,0.77,-24.73,-11.84,1.09,-0.95,62.61,132.33,2.07,1
41.51,32.8,1.56,1.92,6793.21,0.92,-8.15,-21.64,3.73,4.7,52.25,63.66,2.39,1
45.43,35.45,1.44,2.49,8836.83,0.21,-23.03,-20.61,1.27,-0.15,83.68,157.74,2.64,1
45.65,32.95,1.32,1.95,14713.88,1.09,-24.47,-24.87,1.53,1.21,64.67,65.03,1.61,1
49.91,37.18,1.56,2.04,9654.72,1.19,-21.2,-7.78,3.37,4.91,75.0,58.64,2.16,1
40.98,37.78,1.16,2.34,4638.57,0.43,-14.31,-10.63,2.02,3.75,85.88,80.25,3.37,1
49.54,31.29,1.24,1.99,14058.91,0.99,-18.04,-5.05,1.21,0.54,75.81,108.13,3.26,1
47.42,39.78,1.26,1.68,7403.83,0.89,-13.03,-21.37,2.62,-0.49,75.84,44.53,3.0,1
44.04,32.12,0.82,1.97,10628.31,1.15,-5.51,-19.59,3.31,0.21,39.58,108.22,3.04,1
47.08,34.05,0.82,1.63,7658.62,1.07,-13.7,-4.84,3.79,-0.39,65.29,80.14,3.7,1
46.2,39.11,1.23,1.97,14903.0,0.91,-7.0,-13.59,3.62,0.0,79.01,61.7,1.92,1
42.98,32.73,1.52,2.49,11848.45,0.26,-17.85,-3.61,3.29,1.22,60.56,92.0,2.09,1
45.79,36.92,0.81,2.05,12674.91,0.68,-16.49,-3.97,3.78,5.56,67.06,54.26,2.4,1
49.09,37.97,1.26,1.79,4767.85,0.38,-14.06,-15.83,1.74,3.74,60.47,56.31,3.35,1
47.63,36.15,1.25,1.81,13788.99,1.04,-15.37,-20.15,3.03,4.08,89.73,134.85,3.33,1
48.5,30.7,1.1,2.28,9045.27,0.67,-22.74,-20.38,3.19,1.19,74.27,111.85,3.15,1
44.5,37.76,0.96,1.97,7165.84,0.96,-15.26,-4.54,3.32,-0.84,46.65,125.36,2.32,1
44.55,39.54,1.29,1.78,6972.12,0.51,-22.39,-10.85,2.61,4.76,35.84,58.42,2.5,1
41.41,36.8,1.03,1.75,4433.08,1.0,-20.86,-19.28,3.4,1.73,71.65,134.07,1.61,1
46.88,34.16,1.05,2.2,14702.69,1.05,-15.13,-22.19,2.98,0.47,43.62,115.36,2.23,1
47.88,33.17,0.93,2.46,8168.8,1.02,-21.9,-16.26,3.57,-0.63,61.53,158.44,2.34,1
43.74,35.69,0.88,2.26,12719.1,0.13,-16.84,-19.1,3.87,4.4,60.68,105.37,1.55,1
47.83,30.99,1.39,1.75,6414.68,0.91,-11.81,-8.68,2.55,5.01,37.31,117.42,3.55,1
44.23,38.96,1.23,2.26,5131.71,0.18,-16.19,-17.8,2.54,1.41,81.76,128.27,2.07,1
45.5,31.83,1.55,2.43,14710.04,0.16,-11.41,-5.74,1.93,3.34,70.17,55.51,2.89,1
41.83,39.88,0.85,2.32,12120.99,0.17,-8.89,-3.24,3.92,4.04,57.96,117.74,2.2,1
41.76,35.36,1.03,2.13,6942.69,0.54,-7.82,-14.74,2.62,-0.99,74.11,112.44,2.89,1
45.58,32.35,1.45,2.4,3436.84,0.83,-6.67,-9.99,1.19,3.49,33.91,58.32,1.51,1
44.42,37.07,1.34,1.88,3511.64,1.17,-20.94,-8.74,2.68,-0.79,73.99,156.69,2.25,1
40.02,32.27,1.29,1.67,8814.16,0.76,-17.19,-24.37,1.19,4.67,59.7,51.43,3.81,1
40.53,30.49,1.01,1.88,7860.42,0.8,-9.26,-18.26,1.66,2.24,58.92,120.05,1.51,1
44.71,32.49,0.89,1.82,3643.52,0.44,-18.46,-23.3,2.72,4.89,66.63,52.54,3.9,1
44.03,35.91,1.05,1.66,10656.42,0.28,-21.62,-6.3,3.33,-0.3,74.18,138.77,3.48,1
49.07,34.14,0.82,2.35,14422.81,0.99,-21.87,-15.73,3.27,5.05,82.19,150.84,3.08,1
45.59,34.15,1.52,2.45,7977.45,0.62,-13.22,-15.54,3.93,3.41,66.67,61.18,1.77,1
48.67,39.51,1.32,2.38,8574.41,0.78,-12.83,-3.84,3.76,5.91,85.93,66.09,1.57,1
40.3,35.38,0.89,2.32,14227.6,0.72,-19.02,-5.17,1.31,4.52,32.5,133.16,3.97,1
49.37,30.02,0.88,1.93,10032.1,0.67,-11.3,-3.65,1.06,4.41,75.91,124.58,2.24,1
43.8,31.4,1.59,1.57,3226.94,0.86,-20.46,-23.13,1.44,3.68,60.25,46.44,3.95,1
46.48,39.66,1.3,2.44,12682.11,1.08,-17.57,-22.94,1.44,3.48,77.39,93.0,2.06,1
45.1,30.13,0.92,2.17,7404.31,1.16,-14.96,-9.86,1.4,2.36,74.05,140.02,3.24,1
49.05,34.67,1.08,2.28,3451.12,0.52,-5.46,-17.47,2.54,0.75,34.62,53.31,1.58,1
42.83,37.98,1.04,1.53,12838.01,0.47,-15.77,-23.68,2.95,4.8,43.19,151.98,2.03,1
46.33,30.83,1.38,2.49,7821.8,0.85,-18.68,-20.3,3.15,-0.98,79.36,103.4,3.45,1
40.51,32.5,1.03,1.79,11017.09,1.12,-13.2,-10.57,2.48,2.3,73.27,122.09,2.98,1
48.08,33.99,1.55,2.21,4260.45,0.71,-20.78,-10.87,2.21,-0.71,83.97,150.34,2.65,1
42.38,36.33,0.9,1.7,5935.14,0.81,-8.68,-5.02,2.39,-0.86,36.29,148.56,2.87,1
49.55,35.63,1.03,1.66,11716.07,0.41,-8.82,-4.17,2.06,1.65,48.11,70.68,3.04,1
47.44,33.96,1.46,1.84,12570.57,0.42,-15.03,-16.26,3.99,0.69,80.52,136.95,2.15,1
49.76,34.14,1.49,1.56,3934.27,0.14,-7.8,-6.7,3.24,5.17,48.13,132.83,2.76,1
48.65,33.06,1.42,2.23,5418.6,0.42,-21.84,-11.52,1.75,5.46,42.19,69.46,3.1,1
47.61,32.83,1.26,2.38,3855.61,1.01,-10.97,-6.8,3.67,4.21,69.96,51.37,3.28,1
44.95,38.35,0.94,1.57,9572.43,0.71,-13.42,-19.93,2.18,-0.15,78.75,141.69,2.43,1
48.86,31.02,0.92,2.26,13571.56,0.68,-13.89,-12.23,3.43,4.89,49.07,88.0,2.69,1
43.62,32.76,1.31,1.82,8582.44,0.27,-5.58,-20.6,2.63,2.23,77.0,69.92,1.61,1
49.72,30.38,1.42,2.1,10943.04,1.02,-20.39,-4.88,2.5,-0.91,78.41,67.74,3.73,1
46.96,32.94,1.42,1.52,12346.36,0.5,-18.42,-12.73,3.71,2.56,43.57,94.89,1.82,1
49.69,32.18,1.24,1.57,7506.81,1.15,-6.83,-22.91,3.56,4.01,85.08,95.3,2.73,1
41.31,34.68,1.1,1.83,13581.58,0.79,-22.8,-10.54,3.99,1.56,76.23,118.86,3.37,1
41.3,31.38,1.37,1.55,8719.47,0.71,-16.51,-19.55,2.87,-0.32,40.48,75.44,2.27,1
40.82,30.5,1.01,1.69,6509.8,0.75,-11.0,-4.69,3.11,3.41,47.53,142.61,3.54,1
48.65,38.35,1.06,2.18,8510.56,0.38,-11.07,-14.77,3.09,4.17,63.72,71.72,1.83,1
43.36,30.69,1.13,1.78,7788.41,0.44,-14.76,-12.13,1.17,1.14,39.07,63.03,3.18,1
41.3,31.38,1.37,1.55,8719.47,0.71,-16.51,-19.55,2.87,-0.32,40.48,75.44,2.27,1
48.5,31.06,1.23,2.25,9921.85,0.35,-15.18,-15.93,1.36,1.47,89.41,45.64,3.93,1
41.99,33.59,1.39,2.34,14021.78,0.29,-11.55,-3.74,1.17,3.73,80.73,81.08,2.92,1
47.04,39.36,1.21,2.2,10768.27,0.33,-12.11,-3.4,1.33,3.82,66.86,85.1,2.49,1
43.03,34.05,0.86,2.28,14019.43,0.8,-13.22,-7.72,1.28,4.23,71.17,58.4,3.6,1
48.55,34.09,1.49,2.4,7109.68,0.65,-18.36,-9.71,3.74,5.89,74.63,76.63,2.24,1
47.54,35.25,0.9,1.75,6380.29,0.54,-15.59,-4.39,1.18,3.96,81.25,82.88,1.81,1
49.04,39.7,1.32,1.69,12521.06,0.51,-19.71,-12.02,2.33,2.63,88.23,44.61,2.23,1
46.52,33.04,0.96,2.45,9261.55,0.58,-18.88,-10.47,1.03,5.38,66.97,40.07,3.72,1
46.72,35.63,1.44,1.91,3368.26,0.98,-21.19,-16.47,2.07,-0.14,51.05,61.25,1.51,1
47.54,35.25,0.9,1.75,6380.29,0.54,-15.59,-4.39,1.18,3.96,81.25,82.88,1.81,1
43.29,39.18,0.96,1.63,10446.71,0.53,-17.42,-12.04,2.83,-0.87,35.9,45.71,2.12,1
41.54,36.36,0.84,1.7,3843.27,0.42,-15.65,-13.8,2.32,0.43,54.2,85.06,2.99,1
45.54,35.53,0.99,1.72,3130.99,1.17,-9.98,-5.18,2.36,0.66,58.37,156.96,1.94,1
47.34,36.51,0.89,2.37,7734.1,1.0,-21.58,-16.63,3.01,3.41,61.13,150.78,3.1,1
40.18,30.38,1.08,1.92,10061.72,0.33,-17.74,-12.33,2.97,0.37,31.45,59.79,2.86,1
40.95,31.5,1.01,1.87,14633.23,0.34,-21.91,-16.66,1.93,1.93,53.27,51.39,2.15,1
42.79,39.56,1.5,1.74,10009.63,0.42,-6.29,-11.29,3.19,5.52,78.36,151.43,1.77,1
48.19,30.71,1.51,1.71,5457.49,0.84,-6.23,-22.29,1.02,1.58,31.48,112.58,3.24,1
44.82,35.3,1.32,1.98,14518.4,0.4,-24.24,-3.62,1.26,0.32,46.43,140.92,1.73,1
44.68,32.88,1.05,2.13,11719.43,0.72,-20.95,-22.82,3.46,5.95,44.24,111.25,2.25,1
41.99,33.59,1.39,2.34,14021.78,0.29,-11.55,-3.74,1.17,3.73,80.73,81.08,2.92,1
41.75,32.56,1.18,1.72,12008.14,1.12,-8.3,-11.77,1.77,-0.95,84.95,98.9,3.35,1
44.58,35.67,1.54,1.76,10949.81,0.91,-8.58,-12.39,3.92,5.74,60.82,94.27,1.72,1
46.47,34.04,1.51,1.68,4942.1,0.9,-20.77,-13.56,3.7,1.5,74.14,144.29,2.1,1
49.85,38.74,0.84,1.74,10395.98,0.51,-9.47,-8.69,3.91,1.54,71.66,42.61,3.5,1
46.18,37.62,1.07,2.38,13342.89,0.96,-10.93,-24.64,1.05,4.84,43.77,114.23,3.42,1
48.14,36.78,1.01,1.53,10281.45,0.46,-7.2,-19.85,2.65,0.39,88.0,117.15,2.79,1
44.49,36.77,1.36,1.6,14408.62,0.36,-23.69,-18.97,3.82,5.84,58.27,80.57,2.65,1
47.65,38.81,1.56,1.86,7915.18,0.93,-21.49,-20.54,1.65,5.39,81.17,138.38,1.66,0
44.8,38.29,1.48,2.08,6315.68,0.73,-8.8,-19.68,1.81,3.66,73.98,40.15,3.32,1
42.49,32.96,1.05,2.23,8033.11,0.17,-11.09,-20.02,3.97,-0.84,79.19,101.27,1.76,1
45.82,37.19,1.44,1.88,5462.07,0.86,-20.83,-10.52,3.21,1.36,43.69,129.8,3.81,1
48.97,32.81,0.98,1.97,7043.91,1.09,-17.55,-4.37,2.72,-0.57,54.98,51.94,2.25,1
47.34,36.51,0.89,2.37,7734.1,1.0,-21.58,-16.63,3.01,3.41,61.13,150.78,3.1,1
43.49,39.38,0.89,1.53,4816.92,0.69,-6.04,-3.04,3.19,1.72,67.56,93.79,2.31,1
41.1,33.84,1.11,2.01,14760.5,1.17,-13.68,-11.4,3.03,2.52,59.2,77.74,1.55,1
46.06,36.9,1.25,2.0,7567.26,1.05,-23.79,-11.38,2.88,3.09,40.88,91.1,2.71,1
45.6,33.89,1.32,1.89,4153.33,1.05,-8.06,-18.78,2.68,-0.06,74.28,94.64,3.26,1
40.48,30.56,0.98,2.36,12215.12,0.39,-24.81,-19.25,3.8,2.89,34.8,127.01,3.77,1
48.92,36.9,0.81,2.03,3767.87,0.51,-11.28,-6.32,1.88,0.2,57.02,52.65,1.67,1
44.75,34.05,0.97,1.92,6201.75,0.63,-11.61,-5.49,1.44,4.67,75.72,115.37,3.76,1
44.8,39.01,1.38,2.23,10639.73,1.09,-10.5,-11.11,3.76,4.35,30.89,144.23,3.29,1
43.81,35.43,1.31,1.62,3173.1,1.16,-16.67,-20.37,3.42,1.52,77.16,151.12,3.49,1
42.95,38.63,1.37,1.51,11412.68,0.57,-23.73,-4.65,2.73,5.17,82.8,144.73,1.55,1
44.91,32.5,1.52,1.8,9874.78,0.87,-14.36,-8.62,1.28,-0.05,45.18,127.74,3.43,1
42.83,34.04,0.82,2.41,12732.84,0.25,-8.63,-17.75,2.82,2.42,56.68,113.08,3.5,1
46.15,38.63,1.53,2.17,6694.28,0.65,-10.22,-9.01,1.25,-0.68,42.65,63.6,3.32,1
42.43,36.4,0.82,1.9,3700.95,1.14,-8.51,-3.64,3.44,3.39,56.73,93.68,2.18,1
42.65,32.12,1.55,1.64,13992.85,0.69,-6.26,-6.54,1.9,2.29,35.12,84.0,1.67,1
40.26,34.44,1.49,2.39,11050.73,1.03,-15.54,-23.19,2.39,4.03,43.51,55.35,2.43,1
48.52,34.43,1.45,2.07,7242.32,0.27,-23.48,-13.87,3.28,5.06,58.82,117.19,3.96,1
46.22,30.1,0.81,1.79,13089.35,1.13,-18.83,-4.27,3.05,1.98,76.13,76.43,3.55,1
43.41,30.78,1.26,1.73,7409.99,0.52,-9.84,-19.9,3.81,4.2,58.87,145.66,3.11,1
49.57,30.39,0.9,2.03,14619.68,0.61,-18.78,-24.13,2.14,1.45,52.84,85.47,2.37,1
45.86,36.42,0.83,2.26,12813.6,0.18,-12.03,-14.96,1.72,2.21,39.56,80.04,1.96,1
45.12,39.87,1.49,1.62,6802.7,0.12,-10.32,-24.58,3.66,0.35,54.83,47.44,1.55,1
49.53,34.81,1.05,2.35,6109.9,0.76,-10.93,-6.92,3.36,1.69,33.55,44.59,2.67,1
46.32,33.38,0.9,2.18,10464.45,0.97,-22.46,-4.94,3.4,5.42,82.35,121.72,3.04,1
46.32,34.8,1.45,2.11,9731.05,0.43,-5.93,-3.3,3.99,4.48,89.37,105.11,2.76,1
44.59,34.78,1.59,1.58,13873.82,0.33,-9.88,-9.5,3.26,-0.21,30.98,138.73,3.51,1
40.97,35.86,1.16,1.82,4049.78,0.45,-19.55,-17.16,3.14,-0.18,52.73,131.06,2.88,1
42.66,30.44,0.93,1.5,10855.53,0.25,-9.27,-10.03,3.91,1.78,85.28,94.44,1.9,1
42.23,37.12,1.2,1.93,12644.47,0.61,-10.58,-11.37,3.23,5.25,42.82,121.35,1.88,1
40.95,31.5,1.01,1.87,14633.23,0.34,-21.91,-16.66,1.93,1.93,53.27,51.39,2.15,1
48.11,32.65,1.11,1.7,10246.51,0.97,-16.68,-17.67,2.28,4.05,32.44,150.93,3.89,1
45.74,36.27,1.23,1.91,10615.13,0.54,-9.43,-7.66,1.88,1.6,67.73,58.85,3.97,1
45.29,30.4,0.94,2.4,10252.67,0.25,-19.42,-8.08,3.91,0.39,35.01,76.05,2.74,1
41.64,35.55,1.34,1.54,6793.25,1.14,-10.38,-9.22,2.63,-0.94,68.62,55.2,3.51,1
42.29,30.05,1.49,2.27,14361.43,0.25,-5.52,-17.74,2.69,-0.86,77.67,152.2,2.64,1
40.22,36.37,0.9,2.07,4118.27,0.32,-8.52,-12.31,3.72,0.72,46.52,77.54,3.06,1
48.88,36.78,0.84,1.74,6378.92,0.29,-20.24,-20.03,3.64,2.24,82.59,56.56,3.91,1
46.55,31.24,1.58,2.06,9665.18,0.69,-24.4,-19.01,1.08,4.18,51.51,148.49,2.31,1
49.54,31.29,1.24,1.99,14058.91,0.99,-18.04,-5.05,1.21,0.54,75.81,108.13,3.26,1
45.13,33.46,1.16,1.91,9382.82,0.55,-23.39,-3.45,3.99,0.22,44.46,92.43,1.87,1
43.85,35.52,1.08,1.81,4892.56,0.53,-11.2,-8.54,3.93,3.41,65.64,45.64,2.92,1
45.65,30.13,1.54,1.51,7678.89,0.98,-5.0,-24.57,3.47,2.57,32.29,133.25,2.12,1
45.65,36.97,1.04,2.25,14202.44,0.91,-18.5,-14.59,3.81,2.99,36.61,100.28,3.5,1
49.21,38.03,0.96,1.57,4609.11,0.94,-9.38,-15.66,3.59,2.69,80.23,105.95,2.51,1
43.3,38.4,1.46,1.75,3263.7,0.99,-21.62,-7.67,3.05,0.18,34.71,151.32,2.21,1
47.13,36.28,1.15,2.08,5852.6,0.96,-8.85,-13.03,2.64,3.16,79.87,46.75,2.1,1
43.86,35.6,0.8,1.75,9949.84,0.13,-22.37,-13.46,1.66,3.93,83.56,59.75,3.7,1
41.22,35.62,1.59,1.54,4240.8,0.55,-14.36,-21.4,1.57,-0.95,69.83,49.84,2.76,1
45.56,34.59,1.1,2.27,10123.82,0.55,-5.44,-16.55,1.56,5.34,54.46,51.41,2.71,1
48.12,30.09,1.59,1.52,10290.85,1.12,-8.37,-18.17,3.47,1.75,59.99,83.59,3.64,1
47.0,35.83,1.45,2.44,9597.52,1.18,-6.02,-3.6,2.73,-0.64,38.93,115.63,2.97,1
40.72,36.59,0.97,2.15,12487.32,1.09,-7.87,-13.15,3.11,1.44,70.0,113.24,3.72,1
45.38,34.31,0.98,1.96,5855.0,0.47,-19.47,-13.41,3.01,4.21,75.61,61.89,3.25,1
46.92,32.78,1.16,2.16,11038.25,1.0,-7.35,-4.78,3.38,1.37,46.41,147.23,2.96,1
43.24,36.03,1.12,1.73,6983.7,0.98,-7.87,-21.1,3.6,0.89,75.38,66.81,3.14,1
43.3,38.4,1.46,1.75,3263.7,0.99,-21.62,-7.67,3.05,0.18,34.71,151.32,2.21,1
49.63,39.04,1.35,1.94,13684.13,0.61,-12.14,-4.64,1.53,4.36,86.03,89.34,3.38,1
43.97,32.39,1.49,2.2,7957.3,0.79,-22.26,-3.55,3.26,4.76,42.37,140.76,2.21,1
44.61,34.24,1.22,2.27,12883.0,0.63,-12.69,-7.12,3.14,3.19,54.14,47.44,3.28,1
43.2,30.13,1.22,2.21,12873.34,0.67,-24.79,-17.81,2.74,3.11,85.53,155.02,2.6,1
49.0,30.39,1.21,1.89,3226.77,0.47,-18.01,-16.44,3.35,0.91,83.74,159.58,2.29,1
43.47,35.07,1.3,1.85,7047.91,0.2,-24.58,-18.49,3.59,5.15,86.45,100.11,3.76,1
42.31,33.74,1.46,1.95,14959.09,1.15,-19.81,-22.14,3.12,-0.75,41.72,75.09,3.88,1
40.88,35.35,0.9,2.17,11993.02,0.28,-20.97,-19.7,2.8,1.85,83.25,105.76,1.65,1
48.95,39.71,1.41,1.75,14702.77,0.41,-21.14,-14.5,1.12,5.28,41.37,126.69,3.81,1
44.35,36.19,1.24,2.02,4339.81,0.14,-17.83,-4.27,1.54,0.88,58.99,149.7,1.91,1
42.49,30.94,1.34,1.69,11932.77,1.0,-17.48,-8.72,1.09,4.87,84.52,44.68,3.08,1
46.56,39.93,1.36,2.4,11607.26,1.04,-15.94,-20.36,2.48,4.66,57.87,44.22,2.88,1
48.97,31.38,1.07,1.7,8090.07,0.69,-23.54,-21.13,2.86,4.88,35.33,154.78,2.56,1
44.35,36.19,1.24,2.02,4339.81,0.14,-17.83,-4.27,1.54,0.88,58.99,149.7,1.91,1
