Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type,Inspector_Comment,QC_Grade
CELL-017095,BTH-0006,Line_1,Evening,ChemCorp,22.69,0.167,14.97,13.85,4996.0,97.23,None,,Grade A
CELL-018939,BTH-0006,Line_1,Night,ChemCorp,22.3,0.144,14.98,13.18,5082.0,96.89,None,,Grade A
CELL-011826,BTH-0007,Line_1,Night,ChemCorp,20.97,0.153,15.02,14.81,5019.0,96.53,None,,Grade A
CELL-013077,BTH-0007,Line_3,Night,VoltIndustries,19.21,0.193,15.08,14.85,4998.0,96.21,None,,Grade A
CELL-014372,BTH-0007,Line_2,Night,LithioMat,20.46,0.15,15.06,14.36,4956.0,96.36,None,,Grade A
CELL-002540,BTH-0007,Line_1,Morning,VoltIndustries,20.91,0.129,14.96,14.39,5014.0,96.9,None,,Grade A
CELL-006000,BTH-0007,Line_1,Evening,LithioMat,26.02,0.163,14.87,14.38,5007.0,96.65,None,,Grade A
CELL-012108,BTH-0007,Line_1,Morning,ChemCorp,25.59,0.177,14.78,14.86,4998.0,96.95,None,,Grade A
CELL-012126,BTH-0007,Line_3,Morning,ChemCorp,22.06,0.169,14.82,13.91,4951.0,96.83,None,Shift handover completed.,Grade A
CELL-001737,BTH-0007,Line_1,Morning,VoltIndustries,24.39,0.145,15.05,15.44,4920.0,96.53,High Internal Resistance,,Grade B
CELL-003917,BTH-0007,Line_1,Night,ChemCorp,22.46,0.192,14.95,14.28,5020.0,96.39,None,,Grade A
CELL-002240,BTH-0007,Line_3,Night,VoltIndustries,21.82,0.165,15.09,13.76,5026.0,97.28,None,,Grade A
CELL-003378,BTH-0007,Line_2,Evening,ChemCorp,23.12,0.157,14.96,13.84,4957.0,96.76,None,,Grade A
CELL-001973,BTH-0007,Line_1,Morning,VoltIndustries,21.61,0.13,14.86,14.75,4968.0,97.22,None,,Grade A
CELL-004643,BTH-0007,Line_1,Evening,ChemCorp,24.63,0.131,15.07,14.32,4959.0,96.4,None,,Grade A
CELL-010266,BTH-0007,Line_3,Morning,ChemCorp,21.35,0.153,14.98,13.87,4970.0,97.42,None,,Grade A
CELL-008296,BTH-0007,Line_1,Morning,ChemCorp,24.36,0.169,14.91,14.33,4963.0,97.43,None,,Grade A
CELL-006332,BTH-0007,Line_2,Morning,VoltIndustries,21.61,0.104,15.18,15.53,4918.0,93.66,High Internal Resistance,,Scrap
CELL-012365,BTH-0007,Line_1,Morning,ChemCorp,25.68,0.184,14.91,14.42,4990.0,97.28,None,,Grade A
CELL-017179,BTH-0007,Line_1,Morning,VoltIndustries,26.29,0.137,14.76,16.68,4774.0,94.61,Critical Resistance,,Scrap
CELL-015164,BTH-0007,Line_2,Night,ChemCorp,,0.124,15.08,14.28,4975.0,96.86,None,,Grade B
CELL-008246,BTH-0007,Line_3,Evening,VoltIndustries,23.74,0.177,14.99,14.58,5023.0,96.75,None,,Grade A
CELL-003252,BTH-0007,Line_1,Night,ChemCorp,23.67,0.147,15.13,14.78,5029.0,94.85,Poor Retention,,Grade A
CELL-019766,BTH-0007,Line_1,Night,VoltIndustries,23.28,0.145,14.86,15.18,4994.0,96.45,High Internal Resistance,,Grade A
CELL-009037,BTH-0007,Line_2,Morning,ChemCorp,24.39,0.112,14.98,14.74,4967.0,98.41,None,,Scrap
CELL-002329,BTH-0007,Line_2,Evening,LithioMat,21.43,0.162,15.15,12.95,4949.0,96.06,None,,Grade A
CELL-010598,BTH-0007,Line_2,Morning,LithioMat,22.77,0.14,15.16,13.96,5024.0,99.03,None,,Grade A
CELL-018295,BTH-0007,Line_3,Morning,VoltIndustries,23.86,0.144,15.03,15.23,4949.0,97.28,High Internal Resistance,,Grade B
CELL-018531,BTH-0007,Line_1,Morning,LithioMat,23.52,0.164,14.96,13.99,4969.0,97.76,None,,Grade A
CELL-006789,BTH-0007,Line_1,Night,LithioMat,21.67,0.154,14.84,14.27,4929.0,97.8,None,,Grade A
CELL-005831,BTH-0007,Line_2,Evening,VoltIndustries,24.67,0.149,15.09,14.76,4998.0,96.22,None,,Grade A
CELL-005264,BTH-0007,Line_2,Morning,ChemCorp,,0.162,14.81,13.85,5046.0,96.71,None,,Grade A
CELL-014920,BTH-0007,Line_1,Morning,ChemCorp,23.46,0.126,14.99,13.93,4994.0,96.58,None,,Grade A
CELL-011100,BTH-0007,Line_1,Night,ChemCorp,21.85,0.17,15.24,14.06,4983.0,97.04,None,,Grade A
CELL-000835,BTH-0007,Line_2,Night,LithioMat,21.01,0.163,14.93,14.81,5009.0,96.91,None,,Grade A
CELL-008976,BTH-0007,Line_1,Night,LithioMat,21.88,0.125,15.18,13.2,4974.0,98.74,None,,Grade A
CELL-001217,BTH-0007,Line_1,Night,VoltIndustries,21.79,0.16,14.99,14.57,5018.0,96.26,None,,Grade A
CELL-016645,BTH-0007,Line_2,Night,LithioMat,23.82,0.141,14.91,14.1,5037.0,96.28,None,Routine visual inspection passed.,Grade A
CELL-008957,BTH-0007,Line_2,Evening,ChemCorp,23.55,0.147,15.02,14.12,4978.0,96.73,None,,Grade A
CELL-010798,BTH-0007,Line_2,Evening,LithioMat,24.08,0.162,14.91,13.58,5002.0,97.04,None,,Grade A
CELL-018639,BTH-0008,Line_2,Morning,VoltIndustries,21.2,0.189,15.06,13.74,4976.0,97.17,None,Routine visual inspection passed.,Grade A
CELL-017415,BTH-0008,Line_2,Morning,ChemCorp,25.36,0.141,14.93,13.46,5033.0,97.08,None,,Grade A
CELL-016425,BTH-0008,Line_1,Night,LithioMat,23.6,0.156,14.97,14.56,5050.0,95.57,None,,Grade A
CELL-012537,BTH-0008,Line_1,Night,LithioMat,23.36,0.132,14.92,14.12,5017.0,96.56,None,,Grade A
CELL-017025,BTH-0008,Line_2,Morning,VoltIndustries,25.71,0.131,14.89,14.62,4977.0,97.33,None,,Grade A
CELL-004516,BTH-0008,Line_2,Evening,LithioMat,22.71,0.151,15.04,13.33,5001.0,96.65,None,,Grade A
CELL-005451,BTH-0008,Line_2,Morning,VoltIndustries,23.92,0.176,15.04,14.98,4996.0,97.21,None,,Grade A
CELL-007739,BTH-0008,Line_1,Night,LithioMat,22.38,0.147,15.01,13.07,4958.0,97.14,None,,Grade A
CELL-016479,BTH-0008,Line_1,Morning,VoltIndustries,26.74,0.171,14.82,13.81,5023.0,96.46,None,,Grade A
CELL-011275,BTH-0008,Line_2,Evening,LithioMat,25.5,0.173,14.76,15.04,4998.0,95.54,High Internal Resistance,,Grade A
CELL-001698,BTH-0008,Line_1,Night,ChemCorp,21.15,0.151,15.09,14.22,4964.0,97.44,None,,Grade A
CELL-016608,BTH-0008,Line_3,Morning,ChemCorp,22.64,0.153,14.95,13.73,5006.0,98.37,None,,Grade A
CELL-002409,BTH-0008,Line_3,Evening,LithioMat,23.67,0.131,15.11,13.64,4961.0,98.29,None,,Grade A
CELL-005396,BTH-0008,Line_1,Evening,LithioMat,24.54,0.164,14.94,13.16,4969.0,97.08,None,,Grade A
CELL-007424,BTH-0008,Line_1,Morning,ChemCorp,21.99,0.168,14.93,13.5,4996.0,97.04,None,Shift handover completed.,Grade A
CELL-002650,BTH-0008,Line_2,Night,ChemCorp,20.17,0.156,15.08,14.19,4980.0,98.61,None,,Grade A
CELL-012800,BTH-0008,Line_3,Night,ChemCorp,20.36,0.135,15.1,13.35,5059.0,97.75,None,,Grade A
CELL-018732,BTH-0008,Line_1,Evening,LithioMat,20.82,0.155,15.09,14.03,4982.0,97.15,None,,Grade A
CELL-004787,BTH-0008,Line_2,Evening,LithioMat,24.59,0.148,14.92,14.06,4952.0,98.25,None,,Grade A
CELL-016083,BTH-0008,Line_2,Morning,VoltIndustries,23.82,0.148,15.17,14.4,4993.0,97.17,None,,Grade A
CELL-013172,BTH-0008,Line_2,Night,LithioMat,19.7,0.13,15.14,14.61,5046.0,97.31,None,,Grade A
CELL-015921,BTH-0008,Line_1,Night,ChemCorp,21.83,0.139,15.13,14.6,5072.0,97.95,None,,Grade A
CELL-013301,BTH-0008,Line_1,Evening,LithioMat,23.49,0.149,15.05,12.8,5018.0,95.89,None,,Grade A
CELL-016394,BTH-0008,Line_2,Night,LithioMat,21.59,0.158,14.9,13.91,4994.0,97.79,None,,Grade A
CELL-008867,BTH-0008,Line_2,Night,ChemCorp,20.07,0.13,14.97,14.35,5028.0,95.85,None,,Grade A
CELL-002792,BTH-0008,Line_1,Morning,VoltIndustries,23.18,0.151,14.99,15.27,5002.0,98.35,High Internal Resistance,,Grade B
CELL-009818,BTH-0008,Line_1,Night,LithioMat,23.62,0.115,15.01,13.97,4938.0,97.1,None,,Grade B
CELL-012266,BTH-0008,Line_1,Morning,LithioMat,24.59,0.157,14.87,13.34,4979.0,96.55,None,,Grade A
CELL-019230,BTH-0008,Line_1,Morning,VoltIndustries,24.3,0.161,15.22,15.32,5016.0,98.42,High Internal Resistance,Standard calibration OK.,Grade B
CELL-009828,BTH-0008,Line_1,Morning,LithioMat,24.85,0.121,15.13,13.15,4964.0,97.8,None,Shift handover completed.,Grade B
CELL-019038,BTH-0008,Line_1,Evening,LithioMat,26.37,0.167,14.6,16.12,4815.0,95.22,High Internal Resistance,,Scrap
CELL-013250,BTH-0008,Line_2,Night,ChemCorp,21.06,0.121,15.0,14.62,4987.0,96.84,None,,Grade B
CELL-006775,BTH-0008,Line_3,Morning,ChemCorp,22.97,0.128,15.11,14.35,4970.0,96.9,None,,Grade A
CELL-005454,BTH-0008,Line_1,Night,ChemCorp,21.65,0.161,14.97,13.72,4987.0,96.54,None,,Grade A
CELL-000947,BTH-0008,Line_1,Night,VoltIndustries,22.71,0.126,14.93,15.03,5045.0,95.66,High Internal Resistance,,Grade A
CELL-004375,BTH-0008,Line_2,Morning,ChemCorp,25.46,0.152,15.09,15.35,4952.0,96.95,High Internal Resistance,,Grade B
CELL-015549,BTH-0008,Line_1,Night,ChemCorp,,0.177,14.95,14.21,5018.0,98.01,None,,Grade A
CELL-019566,BTH-0008,Line_1,Evening,ChemCorp,23.52,0.103,14.87,13.5,5042.0,96.39,Poor Retention,Operator noted irregular machine vibration.,Scrap
CELL-004067,BTH-0008,Line_3,Morning,ChemCorp,25.66,0.159,14.62,15.58,4844.0,94.21,High Internal Resistance,,Grade B
CELL-014776,BTH-0008,Line_3,Evening,ChemCorp,23.61,0.146,15.1,14.01,5022.0,96.41,None,,Grade A
CELL-006501,BTH-0008,Line_2,Morning,ChemCorp,23.34,0.161,15.03,13.32,4966.0,96.26,None,,Grade A
CELL-013604,BTH-0008,Line_3,Night,ChemCorp,20.81,0.153,14.97,14.35,5031.0,98.8,None,,Grade A
CELL-001139,BTH-0008,Line_2,Night,ChemCorp,22.37,0.143,15.01,14.4,4930.0,97.46,None,,Grade A
CELL-003519,BTH-0008,Line_1,Night,ChemCorp,,0.152,15.0,14.41,4928.0,96.92,None,,Grade A
CELL-001194,BTH-0008,Line_1,Morning,LithioMat,22.08,0.134,15.02,13.43,5005.0,96.06,None,,Grade A
CELL-008331,BTH-0008,Line_1,Night,ChemCorp,21.42,0.161,15.16,13.54,4955.0,95.74,None,,Grade A
CELL-019873,BTH-0008,Line_3,Morning,LithioMat,22.08,0.13,15.13,14.18,4988.0,96.54,None,,Grade A
CELL-019536,BTH-0008,Line_3,Evening,LithioMat,23.31,0.118,15.04,14.09,5026.0,95.53,None,,Grade B
CELL-004102,BTH-0008,Line_1,Morning,VoltIndustries,23.11,0.168,15.0,15.99,4847.0,90.81,High Internal Resistance,,Grade B
CELL-018274,BTH-0008,Line_3,Morning,LithioMat,24.85,0.145,15.16,13.39,4977.0,98.23,None,,Grade A
CELL-019824,BTH-0008,Line_2,Night,LithioMat,23.14,0.163,14.92,13.24,5001.0,95.95,None,,Grade A
CELL-003485,BTH-0008,Line_2,Night,LithioMat,21.01,0.127,15.02,13.95,5008.0,97.08,None,,Grade A
CELL-008128,BTH-0008,Line_1,Morning,LithioMat,21.53,0.175,14.99,14.32,5063.0,95.49,None,,Grade A
CELL-008507,BTH-0008,Line_3,Evening,VoltIndustries,21.97,0.142,15.02,14.87,4968.0,96.42,None,,Grade A
CELL-014018,BTH-0008,Line_2,Morning,VoltIndustries,22.74,0.148,15.24,14.92,5036.0,96.16,None,,Grade A
CELL-018162,BTH-0008,Line_3,Night,ChemCorp,20.1,0.154,14.89,13.78,5012.0,97.43,None,,Grade A
CELL-008839,BTH-0009,Line_2,Evening,LithioMat,23.89,0.163,14.98,13.49,5010.0,97.37,None,,Grade A
CELL-019295,BTH-0009,Line_2,Evening,ChemCorp,24.96,0.158,15.03,14.58,5009.0,97.82,None,,Grade A
CELL-019024,BTH-0009,Line_1,Night,LithioMat,19.73,0.183,14.95,14.02,5035.0,97.13,None,Routine visual inspection passed.,Grade A
CELL-014770,BTH-0009,Line_1,Morning,LithioMat,24.46,0.167,15.13,14.47,5012.0,96.6,None,,Grade A
CELL-002133,BTH-0009,Line_3,Evening,LithioMat,24.19,0.152,15.0,13.82,4972.0,97.91,None,,Grade A
CELL-008873,BTH-0009,Line_2,Morning,VoltIndustries,21.65,0.149,14.98,15.46,4847.0,97.06,High Internal Resistance,Routine visual inspection passed.,Grade B
CELL-003019,BTH-0009,Line_2,Evening,ChemCorp,23.61,0.131,15.03,13.77,4961.0,95.62,None,,Grade A
CELL-018454,BTH-0009,Line_3,Evening,VoltIndustries,26.02,0.174,14.84,14.9,5005.0,97.3,None,,Grade A
CELL-007817,BTH-0009,Line_1,Night,ChemCorp,22.7,0.128,15.15,13.9,4988.0,97.69,None,,Grade A
CELL-009750,BTH-0009,Line_2,Evening,ChemCorp,,0.124,15.05,14.32,5004.0,96.45,None,,Grade B
CELL-000133,BTH-0009,Line_2,Morning,VoltIndustries,26.47,0.169,14.81,15.24,4942.0,96.5,High Internal Resistance,,Grade B
CELL-016521,BTH-0009,Line_1,Morning,ChemCorp,24.79,0.163,14.8,14.86,5058.0,97.26,None,,Grade A
CELL-012000,BTH-0009,Line_1,Night,LithioMat,23.89,0.167,15.13,14.31,5004.0,97.09,None,,Grade A
CELL-011504,BTH-0009,Line_3,Evening,VoltIndustries,25.13,0.145,14.91,15.49,4947.0,96.32,High Internal Resistance,,Grade B
CELL-002174,BTH-0009,Line_1,Night,ChemCorp,21.93,0.175,15.15,14.24,4996.0,96.34,None,,Grade A
CELL-016210,BTH-0009,Line_1,Evening,ChemCorp,25.41,0.147,14.91,13.9,5028.0,97.0,None,,Grade A
CELL-000368,BTH-0009,Line_1,Morning,LithioMat,26.26,0.139,14.93,13.79,4985.0,97.52,None,,Grade A
CELL-001791,BTH-0009,Line_1,Morning,VoltIndustries,25.39,0.14,15.17,14.92,4988.0,97.48,None,,Grade A
CELL-013661,BTH-0009,Line_2,Morning,ChemCorp,23.49,0.129,14.98,14.21,5006.0,97.13,None,,Grade A
CELL-011224,BTH-0009,Line_1,Morning,VoltIndustries,26.07,0.173,14.87,14.75,4998.0,96.75,None,,Grade A
CELL-010135,BTH-0009,Line_1,Morning,LithioMat,26.32,0.128,14.89,13.26,5003.0,96.58,None,,Grade A
CELL-008522,BTH-0009,Line_3,Morning,VoltIndustries,24.84,0.154,15.09,14.71,4949.0,98.44,None,,Grade A
CELL-013734,BTH-0009,Line_3,Evening,LithioMat,24.34,0.116,15.17,14.55,5017.0,96.29,None,,Grade B
CELL-012292,BTH-0009,Line_1,Evening,ChemCorp,23.98,0.117,15.08,13.54,5009.0,97.41,None,,Grade B
CELL-016750,BTH-0009,Line_1,Night,ChemCorp,20.98,0.153,15.01,14.32,4987.0,98.68,None,,Grade A
CELL-019993,BTH-0009,Line_2,Night,VoltIndustries,20.3,0.183,15.12,15.07,4956.0,96.89,High Internal Resistance,,Grade A
CELL-018714,BTH-0009,Line_2,Morning,ChemCorp,23.57,0.133,15.02,14.35,5017.0,96.94,None,,Grade A
CELL-002521,BTH-0009,Line_1,Night,ChemCorp,21.95,0.157,15.04,14.07,5050.0,96.28,None,,Grade A
CELL-014683,BTH-0009,Line_2,Night,ChemCorp,21.0,0.138,15.01,13.08,5000.0,96.96,None,,Grade A
CELL-012153,BTH-0009,Line_3,Evening,ChemCorp,22.96,0.15,15.01,14.06,4952.0,95.85,None,,Grade A
CELL-013450,BTH-0009,Line_1,Night,ChemCorp,23.11,0.173,14.94,13.81,4942.0,96.38,None,,Grade A
CELL-010076,BTH-0009,Line_2,Evening,ChemCorp,22.41,0.146,14.81,13.49,5018.0,96.51,None,Standard calibration OK.,Grade A
CELL-009270,BTH-0009,Line_3,Evening,ChemCorp,23.23,0.144,15.04,14.35,4994.0,98.08,None,,Grade A
CELL-017331,BTH-0009,Line_2,Morning,ChemCorp,22.51,0.153,14.97,13.4,5055.0,96.6,None,,Grade A
CELL-002436,BTH-0009,Line_2,Night,ChemCorp,24.71,0.126,14.99,13.76,5041.0,97.2,None,,Grade A
CELL-013152,BTH-0009,Line_2,Evening,LithioMat,26.04,0.141,14.87,13.53,5029.0,96.85,None,,Grade A
CELL-005704,BTH-0009,Line_2,Evening,ChemCorp,22.94,0.149,15.0,14.45,5021.0,96.76,None,,Grade A
CELL-000828,BTH-0009,Line_2,Morning,LithioMat,25.24,0.148,14.97,12.79,4994.0,97.43,None,,Grade A
CELL-015017,BTH-0009,Line_3,Night,ChemCorp,21.78,0.134,14.9,13.78,5038.0,97.37,None,,Grade A
CELL-013192,BTH-0010,Line_1,Night,LithioMat,23.35,0.158,15.16,13.67,4977.0,97.47,None,Routine visual inspection passed.,Grade A
CELL-002695,BTH-0010,Line_1,Night,LithioMat,18.64,0.155,14.92,14.19,4985.0,96.01,None,,Grade A
CELL-012314,BTH-0010,Line_2,Evening,VoltIndustries,25.86,0.151,14.79,16.51,4778.0,91.8,Critical Resistance,,Scrap
CELL-018819,BTH-0010,Line_2,Morning,LithioMat,24.55,0.147,15.11,13.49,4947.0,96.01,None,,Grade A
CELL-005708,BTH-0010,Line_3,Evening,ChemCorp,23.27,0.184,14.98,13.05,4979.0,96.26,None,Shift handover completed.,Grade A
CELL-018097,BTH-0010,Line_3,Morning,VoltIndustries,21.15,0.152,15.12,14.24,5037.0,97.11,None,Routine visual inspection passed.,Grade A
CELL-013691,BTH-0010,Line_1,Morning,VoltIndustries,25.47,0.131,15.02,14.96,4952.0,98.1,None,,Grade A
CELL-015947,BTH-0010,Line_1,Night,LithioMat,22.65,0.15,15.0,14.3,4979.0,97.52,None,Routine visual inspection passed.,Grade A
CELL-007263,BTH-0010,Line_2,Morning,ChemCorp,24.24,0.142,15.13,13.54,5002.0,97.22,None,,Grade A
CELL-009385,BTH-0010,Line_3,Evening,ChemCorp,26.6,0.142,14.85,14.63,4990.0,97.69,None,,Grade A
CELL-018672,BTH-0010,Line_2,Evening,ChemCorp,21.23,0.141,15.13,14.76,5001.0,97.48,None,,Grade A
CELL-010284,BTH-0010,Line_2,Night,VoltIndustries,23.97,0.141,15.05,14.73,5062.0,95.83,None,,Grade A
CELL-008978,BTH-0010,Line_3,Evening,LithioMat,22.61,0.168,14.95,13.62,4957.0,97.85,None,,Grade A
CELL-010876,BTH-0010,Line_1,Morning,VoltIndustries,22.93,0.161,15.02,15.27,4960.0,97.89,High Internal Resistance,Standard calibration OK.,Grade B
CELL-000662,BTH-0010,Line_2,Evening,ChemCorp,26.51,0.135,14.84,14.73,4990.0,96.25,None,,Grade A
CELL-017917,BTH-0010,Line_1,Night,ChemCorp,21.27,0.131,14.85,14.6,4994.0,96.84,None,,Grade A
CELL-005501,BTH-0010,Line_3,Night,VoltIndustries,21.49,0.166,14.9,15.12,5012.0,98.78,High Internal Resistance,,Grade A
CELL-009824,BTH-0010,Line_3,Morning,LithioMat,23.43,0.109,14.95,14.66,5053.0,97.28,Poor Retention,,Scrap
CELL-016883,BTH-0010,Line_2,Evening,VoltIndustries,22.97,0.176,15.0,14.38,4976.0,97.15,None,,Grade A
CELL-018924,BTH-0010,Line_1,Evening,VoltIndustries,23.36,0.164,15.21,15.14,4891.0,96.68,High Internal Resistance,,Grade A
CELL-012744,BTH-0010,Line_2,Morning,VoltIndustries,21.8,0.116,15.09,14.92,4976.0,98.8,None,,Grade B
CELL-010120,BTH-0010,Line_1,Evening,LithioMat,22.48,0.128,15.1,14.21,5009.0,97.41,None,,Grade A
CELL-018551,BTH-0010,Line_3,Morning,ChemCorp,20.0,0.149,15.09,13.91,5016.0,97.71,None,,Grade A
CELL-017613,BTH-0010,Line_2,Evening,LithioMat,23.99,0.124,14.91,13.62,4972.0,96.13,None,Standard calibration OK.,Grade B
CELL-003681,BTH-0010,Line_3,Evening,VoltIndustries,23.27,0.152,15.04,13.82,5014.0,97.2,None,,Grade A
CELL-014950,BTH-0010,Line_3,Night,ChemCorp,22.11,0.173,14.87,14.27,5000.0,96.16,None,,Grade A
CELL-003569,BTH-0010,Line_1,Morning,ChemCorp,23.06,0.173,14.97,13.98,4970.0,97.19,None,,Grade A
CELL-009779,BTH-0010,Line_1,Evening,ChemCorp,21.36,0.184,15.26,13.83,5021.0,97.6,None,,Grade A
CELL-014751,BTH-0010,Line_1,Morning,ChemCorp,22.99,0.154,15.02,13.5,5005.0,97.68,None,,Grade A
CELL-015653,BTH-0010,Line_3,Morning,ChemCorp,23.59,0.132,15.04,14.08,4915.0,97.05,None,,Grade A
CELL-000984,BTH-0010,Line_2,Night,ChemCorp,22.18,0.185,15.01,14.18,4958.0,97.19,None,,Grade A
CELL-005015,BTH-0010,Line_3,Morning,ChemCorp,23.7,0.192,15.11,13.64,5000.0,96.05,None,Shift handover completed.,Grade A
CELL-014085,BTH-0010,Line_1,Morning,LithioMat,23.85,0.127,15.05,14.48,5017.0,95.94,None,,Grade A
CELL-007961,BTH-0010,Line_1,Night,VoltIndustries,17.87,0.173,14.83,15.78,4958.0,92.23,High Internal Resistance,,Grade B
CELL-017951,BTH-0010,Line_3,Night,ChemCorp,23.51,0.176,14.87,14.13,4988.0,97.9,None,,Grade A
CELL-013249,BTH-0010,Line_2,Morning,ChemCorp,24.64,0.197,14.75,15.71,4864.0,95.45,High Internal Resistance,,Grade B
CELL-013624,BTH-0010,Line_1,Morning,ChemCorp,25.6,0.182,14.92,13.91,4985.0,96.69,None,,Grade A
CELL-001357,BTH-0010,Line_1,Morning,ChemCorp,22.71,0.174,14.99,14.89,5015.0,97.12,None,,Grade A
CELL-008825,BTH-0010,Line_2,Evening,LithioMat,22.86,0.159,14.91,15.39,4968.0,96.58,High Internal Resistance,,Grade B
CELL-013841,BTH-0010,Line_3,Morning,VoltIndustries,24.97,0.126,15.02,14.89,4960.0,98.27,None,,Grade A
CELL-003021,BTH-0010,Line_3,Morning,ChemCorp,23.25,0.118,14.98,13.71,5008.0,96.82,None,,Grade B
CELL-001478,BTH-0010,Line_1,Night,ChemCorp,22.69,0.142,14.97,14.11,5043.0,97.16,None,,Grade A
CELL-009463,BTH-0010,Line_2,Night,ChemCorp,19.39,0.139,14.92,14.7,4939.0,95.79,None,,Grade A
CELL-003457,BTH-0010,Line_1,Morning,ChemCorp,24.82,0.175,14.99,14.56,5040.0,95.64,None,,Grade A
CELL-010474,BTH-0010,Line_1,Night,ChemCorp,21.53,0.14,15.09,13.65,4963.0,98.45,None,,Grade A
CELL-018659,BTH-0011,Line_3,Night,LithioMat,18.69,0.156,14.96,13.61,5036.0,97.03,None,,Grade A
CELL-008440,BTH-0011,Line_2,Night,ChemCorp,21.87,0.156,15.12,13.93,5000.0,98.01,None,,Grade A
CELL-013799,BTH-0011,Line_3,Night,LithioMat,,0.154,14.94,13.98,4995.0,97.05,None,,Grade A
CELL-005120,BTH-0011,Line_3,Evening,ChemCorp,23.83,0.113,15.03,14.11,4985.0,96.13,None,,Scrap
CELL-017983,BTH-0011,Line_2,Evening,VoltIndustries,24.02,0.18,15.05,14.93,5000.0,96.93,None,,Grade A
CELL-008249,BTH-0011,Line_3,Evening,VoltIndustries,25.47,0.162,15.03,15.13,4955.0,98.13,High Internal Resistance,,Grade A
CELL-016423,BTH-0011,Line_1,Morning,LithioMat,22.39,0.163,15.05,14.11,5060.0,96.42,None,,Grade A
CELL-008192,BTH-0011,Line_1,Morning,ChemCorp,24.47,0.134,15.04,14.06,5005.0,98.25,None,,Grade A
CELL-012656,BTH-0011,Line_3,Evening,VoltIndustries,20.88,0.183,14.83,14.94,5023.0,96.9,None,,Grade A
CELL-010694,BTH-0011,Line_1,Morning,ChemCorp,26.28,0.148,14.76,16.02,4848.0,92.97,High Internal Resistance,Laser alignment recalibrated mid-batch.,Scrap
CELL-017503,BTH-0011,Line_2,Evening,ChemCorp,24.93,0.135,14.98,13.89,4995.0,96.29,None,,Grade A
CELL-001756,BTH-0011,Line_3,Morning,LithioMat,19.62,0.173,15.07,13.57,5031.0,97.25,None,,Grade A
CELL-011646,BTH-0011,Line_2,Night,VoltIndustries,19.29,0.155,15.17,14.3,4996.0,96.73,None,,Grade A
CELL-002461,BTH-0011,Line_1,Night,VoltIndustries,24.96,0.158,14.83,14.87,5038.0,96.94,None,,Grade A
CELL-010828,BTH-0011,Line_1,Morning,LithioMat,23.65,0.119,14.86,15.02,5027.0,96.52,High Internal Resistance,,Grade B
CELL-010039,BTH-0011,Line_2,Evening,ChemCorp,22.77,0.163,15.02,14.22,5013.0,96.68,None,,Grade A
CELL-001865,BTH-0011,Line_1,Morning,ChemCorp,25.29,0.13,14.94,13.72,4974.0,96.03,None,,Grade A
CELL-009741,BTH-0011,Line_1,Morning,LithioMat,23.85,0.14,14.87,13.87,5014.0,97.01,None,,Grade A
CELL-006276,BTH-0011,Line_3,Night,LithioMat,19.41,0.163,14.74,15.43,4944.0,96.4,High Internal Resistance,,Grade B
CELL-014736,BTH-0011,Line_1,Night,VoltIndustries,17.93,0.146,14.89,14.17,4979.0,96.45,None,,Grade A
CELL-002099,BTH-0011,Line_2,Evening,ChemCorp,24.46,0.146,14.88,13.31,4991.0,98.38,None,,Grade A
CELL-001514,BTH-0011,Line_3,Night,LithioMat,21.9,0.114,15.22,13.82,5015.0,97.48,None,,Scrap
CELL-007674,BTH-0011,Line_1,Evening,ChemCorp,24.25,0.127,15.07,14.3,4951.0,96.42,None,,Grade A
CELL-003068,BTH-0011,Line_2,Morning,LithioMat,23.43,0.148,14.95,13.92,5046.0,97.89,None,,Grade A
CELL-005407,BTH-0011,Line_3,Morning,VoltIndustries,22.31,0.15,15.12,14.45,5021.0,95.68,None,,Grade A
CELL-006894,BTH-0011,Line_1,Morning,ChemCorp,23.57,0.112,15.02,13.71,4976.0,98.83,None,,Scrap
CELL-011365,BTH-0011,Line_2,Morning,VoltIndustries,20.63,0.158,15.0,15.04,4994.0,96.86,High Internal Resistance,,Grade A
CELL-018062,BTH-0011,Line_3,Night,ChemCorp,,0.19,15.13,14.56,4989.0,97.02,None,,Grade A
CELL-012326,BTH-0011,Line_2,Evening,ChemCorp,21.16,0.15,15.06,14.47,5052.0,96.81,None,,Grade A
CELL-006832,BTH-0011,Line_1,Morning,LithioMat,26.43,0.163,14.85,13.97,5001.0,96.97,None,,Grade A
CELL-013711,BTH-0011,Line_1,Night,VoltIndustries,22.77,0.148,15.06,15.11,4982.0,96.93,High Internal Resistance,,Grade A
CELL-014390,BTH-0011,Line_1,Night,VoltIndustries,20.55,0.156,15.06,14.54,4982.0,97.48,None,,Grade A
CELL-011816,BTH-0011,Line_2,Morning,VoltIndustries,22.29,0.16,14.91,14.85,4970.0,97.12,None,,Grade A
CELL-003568,BTH-0011,Line_2,Night,LithioMat,22.12,0.131,15.04,12.69,5029.0,98.2,None,Standard calibration OK.,Grade A
CELL-018525,BTH-0012,Line_2,Night,ChemCorp,21.72,0.123,15.06,13.15,4921.0,95.93,None,,Grade B
